text,intent,action_type
tìm record chủ nhật,action,SEARCH_RECORD
thống kê chi tiêu 30 ngày qua,action,REPORT_INCOME
set income 500k,action,SET_INCOME
xóa giao dịch vừa nhập,action,DELETE
thống kê chi tiêu chủ nhật,action,REPORT_GENERAL
mục tiêu du lịch 10 triệu trước 23-12-2025,action,SET_GOAL
search hóa đơn trên 1 triệu,action,SEARCH
xóa giao dịch vừa nhập,action,DELETE_LAST
thống kê chi tiêu hôm qua,action,REPORT
cho t xem báo cáo hôm nay,action,REPORT_INCOME
tạo mục tiêu tiết kiệm 1 triệu,action,SET_GOAL
check tiền đã xài hôm qua đi,action,REPORT
tư vấn hạn mức cho mình,action,SUGGEST
mục tiêu du lịch 5 triệu trước thứ 3,action,GOAL
check tiền đã xài năm nay đi,action,REPORT_GENERAL
đề xuất budget hợp lý đi,action,SUGGEST
đổi giọng sang châm chọc,action,SET_TONE
update record vừa nhập,action,EDIT
sửa giao dịch cuối thành 5 triệu,action,EDIT
tìm giao dịch nhà ở,action,SEARCH
set nickname Anh Khang,action,SET_USERNAME
thống kê chi tiêu tuần này,action,REPORT_COMPARE
save goal mua laptop 1 triệu,action,SET_GOAL
xóa record cuối giúp mình,action,DELETE_LAST
đặt hạn mức mua sắm 5 triệu,action,LIMIT
thống kê chi tiêu hôm nay,action,REPORT_GENERAL
set tone dễ thương,action,SET_TONE
thống kê chi tiêu 30 ngày qua,action,REPORT
check tiền đã xài tháng này đi,action,REPORT_GENERAL
xem report đi lại 30 ngày qua,action,REPORT_INCOME
xem report ăn uống quý 1 năm nay,action,REPORT_COMPARE
mở cài đặt,action,SYSTEM_SETTING
gọi mình là Khang nhé,action,SET_USERNAME
cộng thêm 1 triệu vào hạn mức,action,SET_LIMIT
cho t xem báo cáo tuần này,action,REPORT
chỉnh lại ghi chú nha,action,UPDATE_RECORD
bật cảnh báo mua sắm,action,SET_ALERT
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
check tiền đã xài thứ 3 đi,action,REPORT
bật dark mode,action,SYSTEM_SETTING
check tiền đã xài 15-06-2026 đi,action,REPORT_GENERAL
save goal mua laptop 2 triệu,action,GOAL
tắt thông báo chi tiêu,action,SET_ALERT
nói chuyện dễ thương hơn đi,action,SET_TONE
đặt hạn mức đi lại 100k,action,SET_LIMIT
từ giờ gọi t là Min,action,SET_USERNAME
set limit ăn uống 500k mỗi tháng,action,LIMIT
chuyển style nói chuyện nhé,action,TONE
update record vừa nhập,action,EDIT
thống kê chi tiêu năm ngoái,action,REPORT_GENERAL
đổi tên thành Khang,action,SET_USERNAME
nói chuyện châm chọc hơn đi,action,TONE
set limit đi lại 2 triệu mỗi tháng,action,LIMIT
tắt chế độ tối,action,SYSTEM_SETTING
đặt hạn mức mua sắm 200k,action,LIMIT
chuyển style nói chuyện nhé,action,SET_TONE
gọi mình là Bin nhé,action,SET_USERNAME
tạo mục tiêu tiết kiệm 200k,action,SET_GOAL
để dành 100k nha,action,GOAL
mỗi tháng mình kiếm 10 triệu,action,SET_INCOME
undo giao dịch cuối,action,DELETE_LAST
thống kê chi tiêu hôm qua,action,REPORT_GENERAL
undo giao dịch cuối,action,DELETE
tư vấn hạn mức cho mình,action,SUGGEST
check tiền đã xài hôm qua đi,action,REPORT_INCOME
tháng tới nên tiêu bao nhiêu,action,SUGGEST
tư vấn hạn mức cho mình,action,SUGGEST_BUDGET
xóa record cuối giúp mình,action,DELETE_LAST
cho t xem báo cáo năm ngoái,action,REPORT_GENERAL
chuyển giao diện sáng,action,SYSTEM_SETTING
xóa record cuối giúp mình,action,DELETE
giảm limit còn 500k,action,LIMIT
đặt hạn mức giải trí 200k,action,SET_LIMIT
xem report sức khỏe 15-06-2026,action,REPORT
cho t xem báo cáo tháng 12 năm ngoái,action,REPORT_INCOME
đổi tên thành Boss,action,SET_USERNAME
xem report nhà ở năm ngoái,action,REPORT_COMPARE
tư vấn hạn mức cho mình,action,SUGGEST_BUDGET
thu nhập tháng này 50k,action,SET_INCOME
tìm giao dịch ăn uống,action,SEARCH_RECORD
thu nhập tháng này 100k,action,SET_INCOME
cho t xem báo cáo chủ nhật,action,REPORT_GENERAL
undo giao dịch cuối,action,DELETE
sửa giao dịch cuối thành 200k,action,EDIT
nói chuyện hài hước hơn đi,action,TONE
cho t xem báo cáo tháng này,action,REPORT_INCOME
check tiền đã xài năm nay đi,action,REPORT_COMPARE
sửa giao dịch cuối thành 100k,action,EDIT
cho t xem báo cáo hôm nay,action,REPORT
mở cài đặt,action,SETTING
tìm giao dịch giải trí,action,SEARCH_RECORD
thống kê chi tiêu chủ nhật,action,REPORT_INCOME
set income 500k,action,SET_INCOME
cho t xem báo cáo 30 ngày qua,action,REPORT_GENERAL
xem report giải trí hôm nay,action,REPORT_COMPARE
lương của mình là 5 triệu,action,SET_INCOME
set tone dặn dỗi,action,SET_TONE
cộng thêm 200k vào hạn mức,action,LIMIT
đổi tên thành Anh Khang,action,SET_USERNAME
check tiền đã xài tuần này đi,action,REPORT
gợi ý ngân sách tháng sau,action,SUGGEST
đề xuất budget hợp lý đi,action,SUGGEST
search hóa đơn trên 500k,action,SEARCH
check tiền đã xài năm nay đi,action,REPORT
sửa giao dịch cuối thành 50k,action,EDIT
check tiền đã xài năm ngoái đi,action,REPORT_INCOME
xem report nhà ở tuần này,action,REPORT_COMPARE
xóa giao dịch vừa nhập,action,DELETE_LAST
hủy hóa đơn mới nhất,action,DELETE_LAST
set limit giải trí 100k mỗi tháng,action,SET_LIMIT
check tiền đã xài quý 1 năm nay đi,action,REPORT
cho t xem báo cáo thứ 2,action,REPORT_GENERAL
đặt hạn mức nhà ở 200k,action,LIMIT
thống kê chi tiêu chủ nhật,action,REPORT_COMPARE
set tone dễ thương,action,SET_TONE
set tone châm chọc,action,TONE
search hóa đơn trên 200k,action,SEARCH_RECORD
save goal mua laptop 100k,action,GOAL
mục tiêu du lịch 5 triệu trước tuần trước,action,GOAL
check tiền đã xài thứ 2 đi,action,REPORT_GENERAL
chuyển giao diện sáng,action,SYSTEM_SETTING
đề xuất budget hợp lý đi,action,SUGGEST
đổi giọng sang nghiêm túc,action,SET_TONE
hủy hóa đơn mới nhất,action,DELETE_LAST
mục tiêu du lịch 10 triệu trước 01-01-2026,action,GOAL
tư vấn hạn mức cho mình,action,SUGGEST
mở cài đặt,action,SYSTEM_SETTING
kiếm giúp khoản trà sữa,action,SEARCH_RECORD
alert hạn mức cho mua sắm,action,SET_ALERT
gọi mình là Min nhé,action,SET_USERNAME
update record vừa nhập,action,UPDATE_RECORD
bật dark mode,action,SETTING
cho t xem báo cáo 30 ngày qua,action,REPORT_GENERAL
tắt chế độ tối,action,SETTING
check tiền đã xài 23-12-2025 đi,action,REPORT_COMPARE
set tone hài hước,action,TONE
tắt thông báo chi tiêu,action,SET_ALERT
check tiền đã xài thứ 2 đi,action,REPORT
nói chuyện dễ thương hơn đi,action,SET_TONE
set nickname Bin,action,SET_USERNAME
alert hạn mức cho mua sắm,action,SET_ALERT
check tiền đã xài thứ 2 đi,action,REPORT_INCOME
đặt hạn mức giải trí 200k,action,SET_LIMIT
thống kê chi tiêu năm ngoái,action,REPORT
xem report ăn uống 30 ngày qua,action,REPORT_INCOME
đặt hạn mức đi lại 200k,action,LIMIT
kiếm giúp khoản trà sữa,action,SEARCH
lương của mình là 2 triệu,action,SET_INCOME
check tiền đã xài 23-12-2025 đi,action,REPORT_INCOME
tháng tới nên tiêu bao nhiêu,action,SUGGEST
check tiền đã xài 30 ngày qua đi,action,REPORT
tháng tới nên tiêu bao nhiêu,action,SUGGEST
alert hạn mức cho giải trí,action,SET_ALERT
xem report đi lại tháng trước,action,REPORT_COMPARE
tạo mục tiêu tiết kiệm 1 triệu,action,SET_GOAL
undo giao dịch cuối,action,DELETE
xóa record cuối giúp mình,action,DELETE_LAST
cộng thêm 100k vào hạn mức,action,LIMIT
check tiền đã xài tháng này đi,action,REPORT_INCOME
tắt chế độ tối,action,SETTING
chỉnh lại ghi chú nha,action,UPDATE_RECORD
đổi giọng sang châm chọc,action,TONE
thống kê chi tiêu chủ nhật,action,REPORT_COMPARE
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
xem report nhà ở 7 ngày qua,action,REPORT_INCOME
update record vừa nhập,action,EDIT
giảm limit còn 500k,action,SET_LIMIT
cho t xem báo cáo quý 1 năm nay,action,REPORT
chuyển giao diện sáng,action,SETTING
kiếm giúp khoản trà sữa,action,SEARCH
xóa giao dịch vừa nhập,action,DELETE
mở cài đặt,action,SYSTEM_SETTING
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
cho t xem báo cáo 30 ngày qua,action,REPORT_GENERAL
search hóa đơn trên 100k,action,SEARCH
nói chuyện dễ thương hơn đi,action,TONE
xóa record cuối giúp mình,action,DELETE_LAST
hủy hóa đơn mới nhất,action,DELETE
mục tiêu du lịch 1 triệu trước tuần trước,action,GOAL
chuyển style nói chuyện nhé,action,SET_TONE
check tiền đã xài hôm qua đi,action,REPORT_GENERAL
chuyển style nói chuyện nhé,action,SET_TONE
tắt chế độ tối,action,SYSTEM_SETTING
bật dark mode,action,SETTING
save goal mua laptop 50k,action,SET_GOAL
tìm giao dịch giải trí,action,SEARCH
đổi giọng sang châm chọc,action,SET_TONE
chỉnh lại ghi chú nha,action,EDIT
giảm limit còn 50k,action,SET_LIMIT
xem report mua sắm tháng 12 năm ngoái,action,REPORT_GENERAL
cộng thêm 500k vào hạn mức,action,LIMIT
kiếm giúp khoản trà sữa,action,SEARCH_RECORD
đổi giọng sang châm chọc,action,SET_TONE
nói chuyện dễ thương hơn đi,action,TONE
để dành 100k nha,action,SET_GOAL
set limit giải trí 200k mỗi tháng,action,LIMIT
hủy hóa đơn mới nhất,action,DELETE_LAST
tháng tới nên tiêu bao nhiêu,action,SUGGEST
bật dark mode,action,SETTING
chuyển style nói chuyện nhé,action,SET_TONE
bật dark mode,action,SETTING
xem report đi lại thứ 6,action,REPORT_COMPARE
tìm record chủ nhật,action,SEARCH_RECORD
giảm limit còn 1 triệu,action,SET_LIMIT
đổi danh mục sang giải trí,action,UPDATE_RECORD
tháng tới nên tiêu bao nhiêu,action,SUGGEST
cho t xem báo cáo chủ nhật,action,REPORT_GENERAL
bật dark mode,action,SETTING
search hóa đơn trên 50k,action,SEARCH_RECORD
thống kê chi tiêu năm nay,action,REPORT_COMPARE
set limit giải trí 1 triệu mỗi tháng,action,SET_LIMIT
cho t xem báo cáo 30 ngày qua,action,REPORT_INCOME
check tiền đã xài 23-12-2025 đi,action,REPORT_INCOME
mở cài đặt,action,SYSTEM_SETTING
gợi ý ngân sách tháng sau,action,SUGGEST
đặt hạn mức nhà ở 2 triệu,action,LIMIT
tìm giao dịch nhà ở,action,SEARCH_RECORD
check tiền đã xài tuần trước đi,action,REPORT_GENERAL
check tiền đã xài chủ nhật đi,action,REPORT_GENERAL
tìm record năm ngoái,action,SEARCH
mục tiêu du lịch 500k trước 23-12-2025,action,GOAL
sửa giao dịch cuối thành 500k,action,EDIT
cho t xem báo cáo 15-06-2026,action,REPORT
đổi tên thành Khang,action,SET_USERNAME
chuyển giao diện sáng,action,SETTING
kiếm giúp khoản trà sữa,action,SEARCH_RECORD
undo giao dịch cuối,action,DELETE
tháng tới nên tiêu bao nhiêu,action,SUGGEST
chuyển giao diện sáng,action,SYSTEM_SETTING
set nickname Anh Khang,action,SET_USERNAME
sửa giao dịch cuối thành 50k,action,EDIT
để dành 5 triệu nha,action,GOAL
undo giao dịch cuối,action,DELETE
undo giao dịch cuối,action,DELETE
cộng thêm 500k vào hạn mức,action,SET_LIMIT
đặt hạn mức mua sắm 500k,action,LIMIT
tắt chế độ tối,action,SETTING
alert hạn mức cho mua sắm,action,SET_ALERT
giảm limit còn 5 triệu,action,SET_LIMIT
undo giao dịch cuối,action,DELETE
update record vừa nhập,action,UPDATE_RECORD
đặt hạn mức sức khỏe 5 triệu,action,LIMIT
cho t xem báo cáo 30 ngày qua,action,REPORT_GENERAL
undo giao dịch cuối,action,DELETE
check tiền đã xài 15-06-2026 đi,action,REPORT_GENERAL
hủy hóa đơn mới nhất,action,DELETE_LAST
update record vừa nhập,action,EDIT
cho t xem báo cáo hôm nay,action,REPORT_GENERAL
xóa record cuối giúp mình,action,DELETE
mở cài đặt,action,SYSTEM_SETTING
bật dark mode,action,SYSTEM_SETTING
kiếm giúp khoản trà sữa,action,SEARCH_RECORD
đổi danh mục sang giáo dục,action,EDIT
check tiền đã xài năm nay đi,action,REPORT_INCOME
chỉnh lại ghi chú nha,action,UPDATE_RECORD
cho t xem báo cáo hôm qua,action,REPORT
xem report đi lại 7 ngày qua,action,REPORT
lương của mình là 10 triệu,action,SET_INCOME
cho t xem báo cáo chủ nhật,action,REPORT_INCOME
chuyển style nói chuyện nhé,action,TONE
đổi giọng sang dặn dỗi,action,SET_TONE
sửa giao dịch cuối thành 2 triệu,action,UPDATE_RECORD
set nickname Min,action,SET_USERNAME
cho t xem báo cáo cuối tuần,action,REPORT
tháng tới nên tiêu bao nhiêu,action,SUGGEST
xem report đi lại quý 1 năm nay,action,REPORT_GENERAL
update record vừa nhập,action,UPDATE_RECORD
search hóa đơn trên 10 triệu,action,SEARCH_RECORD
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
save goal mua laptop 500k,action,SET_GOAL
set limit nhà ở 100k mỗi tháng,action,SET_LIMIT
thống kê chi tiêu tháng 12 năm ngoái,action,REPORT_INCOME
chỉnh lại ghi chú nha,action,EDIT
thống kê chi tiêu tháng 12 năm ngoái,action,REPORT_GENERAL
tắt chế độ tối,action,SETTING
save goal mua laptop 500k,action,GOAL
lương của mình là 5 triệu,action,SET_INCOME
thống kê chi tiêu hôm qua,action,REPORT_GENERAL
chuyển giao diện sáng,action,SYSTEM_SETTING
xem report giáo dục tháng này,action,REPORT
undo giao dịch cuối,action,DELETE
mục tiêu du lịch 50k trước tuần này,action,SET_GOAL
xem report nhà ở cuối tuần,action,REPORT_GENERAL
đổi tên thành Bin,action,SET_USERNAME
cho t xem báo cáo thứ 6,action,REPORT_COMPARE
undo giao dịch cuối,action,DELETE_LAST
sửa giao dịch cuối thành 5 triệu,action,UPDATE_RECORD
từ giờ gọi t là Bin,action,SET_USERNAME
mở cài đặt,action,SETTING
nói chuyện dặn dỗi hơn đi,action,TONE
mục tiêu du lịch 100k trước chủ nhật,action,SET_GOAL
xóa giao dịch vừa nhập,action,DELETE
nói chuyện hài hước hơn đi,action,TONE
cho t xem báo cáo tháng này,action,REPORT_INCOME
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
đổi danh mục sang mua sắm,action,EDIT
set tone nghiêm túc,action,SET_TONE
alert hạn mức cho giáo dục,action,SET_ALERT
đổi giọng sang dễ thương,action,TONE
lương của mình là 2 triệu,action,SET_INCOME
mỗi tháng mình kiếm 500k,action,SET_INCOME
save goal mua laptop 100k,action,SET_GOAL
cho t xem báo cáo quý 1 năm nay,action,REPORT_COMPARE
cho t xem báo cáo 01-01-2026,action,REPORT_COMPARE
lương của mình là 500k,action,SET_INCOME
check tiền đã xài quý 1 năm nay đi,action,REPORT
đổi danh mục sang giải trí,action,EDIT
cho t xem báo cáo quý 1 năm nay,action,REPORT_INCOME
cho t xem báo cáo tháng này,action,REPORT_GENERAL
đổi giọng sang hài hước,action,TONE
set limit ăn uống 200k mỗi tháng,action,SET_LIMIT
save goal mua laptop 50k,action,GOAL
mục tiêu du lịch 10 triệu trước chủ nhật,action,SET_GOAL
cho t xem báo cáo tháng này,action,REPORT_COMPARE
chuyển style nói chuyện nhé,action,TONE
cộng thêm 500k vào hạn mức,action,SET_LIMIT
cộng thêm 10 triệu vào hạn mức,action,LIMIT
tư vấn hạn mức cho mình,action,SUGGEST_BUDGET
bật cảnh báo giải trí,action,SET_ALERT
sửa giao dịch cuối thành 500k,action,EDIT
từ giờ gọi t là Mimo Master,action,SET_USERNAME
hủy hóa đơn mới nhất,action,DELETE
search hóa đơn trên 10 triệu,action,SEARCH
giảm limit còn 2 triệu,action,LIMIT
nói chuyện châm chọc hơn đi,action,SET_TONE
hủy hóa đơn mới nhất,action,DELETE
search hóa đơn trên 100k,action,SEARCH
sửa giao dịch cuối thành 1 triệu,action,EDIT
tư vấn hạn mức cho mình,action,SUGGEST
tìm giao dịch mua sắm,action,SEARCH_RECORD
bật dark mode,action,SETTING
set nickname Bin,action,SET_USERNAME
chỉnh lại ghi chú nha,action,UPDATE_RECORD
mở cài đặt,action,SETTING
tắt chế độ tối,action,SETTING
mỗi tháng mình kiếm 200k,action,SET_INCOME
chuyển style nói chuyện nhé,action,SET_TONE
chỉnh lại ghi chú nha,action,UPDATE_RECORD
set tone dễ thương,action,SET_TONE
lương của mình là 2 triệu,action,SET_INCOME
thống kê chi tiêu tháng này,action,REPORT_INCOME
chỉnh lại ghi chú nha,action,UPDATE_RECORD
cộng thêm 1 triệu vào hạn mức,action,LIMIT
set nickname Bin,action,SET_USERNAME
đổi giọng sang hài hước,action,SET_TONE
xem report ăn uống thứ 2,action,REPORT_INCOME
nói chuyện châm chọc hơn đi,action,TONE
để dành 200k nha,action,SET_GOAL
lương của mình là 50k,action,SET_INCOME
lương của mình là 10 triệu,action,SET_INCOME
đặt hạn mức ăn uống 2 triệu,action,LIMIT
cộng thêm 2 triệu vào hạn mức,action,SET_LIMIT
chuyển style nói chuyện nhé,action,SET_TONE
check tiền đã xài tuần này đi,action,REPORT_INCOME
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
lương của mình là 10 triệu,action,SET_INCOME
thống kê chi tiêu cuối tuần,action,REPORT
chuyển giao diện sáng,action,SETTING
mục tiêu du lịch 500k trước chủ nhật,action,GOAL
cộng thêm 50k vào hạn mức,action,SET_LIMIT
tạo mục tiêu tiết kiệm 500k,action,SET_GOAL
check tiền đã xài thứ 3 đi,action,REPORT_INCOME
xem report giáo dục tuần trước,action,REPORT_INCOME
nói chuyện dễ thương hơn đi,action,TONE
set tone dễ thương,action,SET_TONE
để dành 200k nha,action,GOAL
set tone dặn dỗi,action,SET_TONE
đổi danh mục sang nhà ở,action,EDIT
bật dark mode,action,SETTING
xem report đi lại tháng này,action,REPORT_COMPARE
cho t xem báo cáo thứ 6,action,REPORT_GENERAL
đổi tên thành Bin,action,SET_USERNAME
đổi tên thành Khang,action,SET_USERNAME
check tiền đã xài 01-01-2026 đi,action,REPORT_GENERAL
cho t xem báo cáo 15-06-2026,action,REPORT_INCOME
gọi mình là Mimo Master nhé,action,SET_USERNAME
từ giờ gọi t là Anh Khang,action,SET_USERNAME
giảm limit còn 200k,action,SET_LIMIT
tìm giao dịch ăn uống,action,SEARCH
kiếm giúp khoản trà sữa,action,SEARCH
nói chuyện dặn dỗi hơn đi,action,SET_TONE
tư vấn hạn mức cho mình,action,SUGGEST_BUDGET
kiếm giúp khoản trà sữa,action,SEARCH_RECORD
tắt chế độ tối,action,SETTING
thống kê chi tiêu năm nay,action,REPORT_GENERAL
đổi giọng sang hài hước,action,SET_TONE
thống kê chi tiêu tháng 12 năm ngoái,action,REPORT_COMPARE
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
tháng tới nên tiêu bao nhiêu,action,SUGGEST
set tone châm chọc,action,SET_TONE
set nickname Anh Khang,action,SET_USERNAME
nói chuyện nghiêm túc hơn đi,action,TONE
alert hạn mức cho nhà ở,action,SET_ALERT
check tiền đã xài 23-12-2025 đi,action,REPORT_COMPARE
thống kê chi tiêu thứ 6,action,REPORT_COMPARE
check tiền đã xài tuần này đi,action,REPORT_INCOME
đổi tên thành Boss,action,SET_USERNAME
thu nhập tháng này 2 triệu,action,SET_INCOME
hủy hóa đơn mới nhất,action,DELETE_LAST
chỉnh lại ghi chú nha,action,UPDATE_RECORD
bật cảnh báo mua sắm,action,SET_ALERT
cho t xem báo cáo thứ 6,action,REPORT_GENERAL
cho t xem báo cáo tuần trước,action,REPORT_GENERAL
undo giao dịch cuối,action,DELETE
undo giao dịch cuối,action,DELETE
undo giao dịch cuối,action,DELETE_LAST
chuyển giao diện sáng,action,SYSTEM_SETTING
xóa giao dịch vừa nhập,action,DELETE
xem report sức khỏe quý 1 năm nay,action,REPORT
đề xuất budget hợp lý đi,action,SUGGEST_BUDGET
check tiền đã xài thứ 2 đi,action,REPORT_GENERAL
mục tiêu du lịch 10 triệu trước cuối tuần,action,GOAL
tư vấn hạn mức cho mình,action,SUGGEST
chuyển giao diện sáng,action,SYSTEM_SETTING
hủy hóa đơn mới nhất,action,DELETE
chuyển style nói chuyện nhé,action,SET_TONE
để dành 10 triệu nha,action,SET_GOAL
đặt hạn mức giải trí 1 triệu,action,LIMIT
check tiền đã xài thứ 6 đi,action,REPORT_COMPARE
cho t xem báo cáo tuần trước,action,REPORT
search hóa đơn trên 10 triệu,action,SEARCH
save goal mua laptop 50k,action,SET_GOAL
kiếm giúp khoản trà sữa,action,SEARCH
gọi mình là Bin nhé,action,SET_USERNAME
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
set limit ăn uống 500k mỗi tháng,action,LIMIT
cho t xem báo cáo 01-01-2026,action,REPORT
tắt chế độ tối,action,SETTING
để dành 1 triệu nha,action,SET_GOAL
xóa giao dịch vừa nhập,action,DELETE_LAST
xóa record cuối giúp mình,action,DELETE
tạo mục tiêu tiết kiệm 1 triệu,action,SET_GOAL
giảm limit còn 1 triệu,action,SET_LIMIT
sửa giao dịch cuối thành 50k,action,EDIT
tư vấn hạn mức cho mình,action,SUGGEST
nói chuyện châm chọc hơn đi,action,TONE
xem report sức khỏe quý 1 năm nay,action,REPORT_INCOME
xóa giao dịch vừa nhập,action,DELETE_LAST
tìm record quý 1 năm nay,action,SEARCH
tìm record tháng 12 năm ngoái,action,SEARCH_RECORD
mục tiêu du lịch 5 triệu trước tháng 12 năm ngoái,action,SET_GOAL
thống kê chi tiêu hôm qua,action,REPORT_COMPARE
xem report giải trí tuần trước,action,REPORT_GENERAL
đổi giọng sang dặn dỗi,action,SET_TONE
tắt chế độ tối,action,SETTING
xóa record cuối giúp mình,action,DELETE_LAST
bật dark mode,action,SYSTEM_SETTING
tìm record hôm qua,action,SEARCH
thống kê chi tiêu tuần trước,action,REPORT_GENERAL
xem report giải trí quý 1 năm nay,action,REPORT_COMPARE
từ giờ gọi t là Boss,action,SET_USERNAME
bật cảnh báo mua sắm,action,SET_ALERT
đổi tên thành Bin,action,SET_USERNAME
tìm giao dịch ăn uống,action,SEARCH_RECORD
từ giờ gọi t là Bin,action,SET_USERNAME
search hóa đơn trên 100k,action,SEARCH
search hóa đơn trên 2 triệu,action,SEARCH_RECORD
giảm limit còn 5 triệu,action,SET_LIMIT
xem report ăn uống 23-12-2025,action,REPORT_GENERAL
set limit sức khỏe 2 triệu mỗi tháng,action,SET_LIMIT
mở cài đặt,action,SETTING
thống kê chi tiêu tuần trước,action,REPORT_INCOME
nhắc mình khi vượt ngân sách,action,SET_ALERT
mục tiêu du lịch 50k trước 23-12-2025,action,GOAL
xem report mua sắm hôm qua,action,REPORT_INCOME
cho t xem báo cáo thứ 2,action,REPORT
bật cảnh báo sức khỏe,action,SET_ALERT
xóa record cuối giúp mình,action,DELETE
mỗi tháng mình kiếm 200k,action,SET_INCOME
xem report đi lại hôm qua,action,REPORT_INCOME
check tiền đã xài 15-06-2026 đi,action,REPORT_GENERAL
đổi danh mục sang đi lại,action,EDIT
save goal mua laptop 2 triệu,action,GOAL
tìm record 23-12-2025,action,SEARCH
mở cài đặt,action,SYSTEM_SETTING
nhắc mình khi vượt ngân sách,action,SET_ALERT
set nickname Min,action,SET_USERNAME
từ giờ gọi t là Mimo Master,action,SET_USERNAME
alert hạn mức cho đi lại,action,SET_ALERT
xem report nhà ở tháng trước,action,REPORT_GENERAL
mở cài đặt,action,SYSTEM_SETTING
undo giao dịch cuối,action,DELETE
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
tìm record 7 ngày qua,action,SEARCH_RECORD
gợi ý ngân sách tháng sau,action,SUGGEST
xem report giải trí hôm nay,action,REPORT_COMPARE
giảm limit còn 5 triệu,action,SET_LIMIT
tìm giao dịch ăn uống,action,SEARCH
tắt chế độ tối,action,SYSTEM_SETTING
xóa record cuối giúp mình,action,DELETE
update record vừa nhập,action,UPDATE_RECORD
từ giờ gọi t là Bin,action,SET_USERNAME
hủy hóa đơn mới nhất,action,DELETE
xóa giao dịch vừa nhập,action,DELETE_LAST
tìm giao dịch sức khỏe,action,SEARCH_RECORD
tư vấn hạn mức cho mình,action,SUGGEST
save goal mua laptop 50k,action,GOAL
set income 100k,action,SET_INCOME
tắt chế độ tối,action,SETTING
bật dark mode,action,SYSTEM_SETTING
đề xuất budget hợp lý đi,action,SUGGEST
tạo mục tiêu tiết kiệm 5 triệu,action,SET_GOAL
tắt chế độ tối,action,SYSTEM_SETTING
check tiền đã xài 7 ngày qua đi,action,REPORT_GENERAL
tư vấn hạn mức cho mình,action,SUGGEST
save goal mua laptop 2 triệu,action,GOAL
chuyển style nói chuyện nhé,action,TONE
lương của mình là 2 triệu,action,SET_INCOME
giảm limit còn 200k,action,SET_LIMIT
set limit giáo dục 200k mỗi tháng,action,SET_LIMIT
chuyển style nói chuyện nhé,action,TONE
tạo mục tiêu tiết kiệm 100k,action,GOAL
kiếm giúp khoản trà sữa,action,SEARCH
set tone dễ thương,action,TONE
nói chuyện nghiêm túc hơn đi,action,SET_TONE
tìm giao dịch giải trí,action,SEARCH_RECORD
đổi danh mục sang đi lại,action,EDIT
xem report ăn uống hôm qua,action,REPORT_COMPARE
nói chuyện dặn dỗi hơn đi,action,SET_TONE
xóa record cuối giúp mình,action,DELETE_LAST
xem report mua sắm chủ nhật,action,REPORT_COMPARE
xem report sức khỏe 15-06-2026,action,REPORT_GENERAL
tìm giao dịch mua sắm,action,SEARCH
cộng thêm 100k vào hạn mức,action,LIMIT
update record vừa nhập,action,UPDATE_RECORD
set limit nhà ở 1 triệu mỗi tháng,action,SET_LIMIT
cộng thêm 2 triệu vào hạn mức,action,SET_LIMIT
mở cài đặt,action,SYSTEM_SETTING
chuyển giao diện sáng,action,SETTING
tắt chế độ tối,action,SYSTEM_SETTING
chỉnh lại ghi chú nha,action,UPDATE_RECORD
set nickname Boss,action,SET_USERNAME
chỉnh lại ghi chú nha,action,EDIT
set tone châm chọc,action,TONE
từ giờ gọi t là Khang,action,SET_USERNAME
alert hạn mức cho giáo dục,action,SET_ALERT
cộng thêm 100k vào hạn mức,action,LIMIT
xem report đi lại hôm nay,action,REPORT_COMPARE
alert hạn mức cho đi lại,action,SET_ALERT
update record vừa nhập,action,UPDATE_RECORD
để dành 10 triệu nha,action,SET_GOAL
sửa giao dịch cuối thành 10 triệu,action,EDIT
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
tìm giao dịch đi lại,action,SEARCH_RECORD
set limit sức khỏe 500k mỗi tháng,action,SET_LIMIT
check tiền đã xài 23-12-2025 đi,action,REPORT_COMPARE
search hóa đơn trên 5 triệu,action,SEARCH_RECORD
save goal mua laptop 200k,action,GOAL
mục tiêu du lịch 200k trước năm ngoái,action,SET_GOAL
mục tiêu du lịch 500k trước quý 1 năm nay,action,GOAL
check tiền đã xài 7 ngày qua đi,action,REPORT_GENERAL
từ giờ gọi t là Boss,action,SET_USERNAME
lương của mình là 100k,action,SET_INCOME
xem report sức khỏe chủ nhật,action,REPORT_GENERAL
mở cài đặt,action,SETTING
check tiền đã xài cuối tuần đi,action,REPORT_GENERAL
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
tìm record cuối tuần,action,SEARCH_RECORD
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
mỗi tháng mình kiếm 1 triệu,action,SET_INCOME
